DataTime,PTC36,PTC17,PTC45,PTC30,VPRB12,PRESS
2025/8/19 5:14:58.000,27.7,27.8,27.09691,27.29683,-97.5309,-2.501158
2025/8/19 5:15:56.000,27.8,28,27.19687,27.39678,-97.374,50.57896
2025/8/19 5:16:56.000,28.1,28.3,27.19687,27.49674,-97.374,104.7707
2025/8/19 5:17:56.000,28.6,28.8,27.39678,27.5967,1.155303,158.6846
2025/8/19 5:18:56.000,29.1,29.3,27.49674,27.79661,1.155303,212.8763
2025/8/19 5:19:56.000,29.5,29.7,27.79661,28.09648,1.312197,266.7901
2025/8/19 5:20:56.000,30,30.2,28.09648,28.39635,2.881135,320.4261
2025/8/19 5:21:56.000,30.5,30.7,28.29639,28.59626,3.665604,373.7841
2025/8/19 5:22:56.000,31,31.2,28.59626,28.99609,4.450073,426.8642
2025/8/19 5:23:56.000,31.5,31.7,28.99609,29.29596,4.606967,478.8327
2025/8/19 5:24:56.000,32,32.2,29.29596,29.69578,4.763861,530.8012
2025/8/19 5:25:56.000,32.5,32.7,29.69578,29.99565,4.293179,581.936
2025/8/19 5:26:56.000,33,33.2,29.99565,30.39548,3.979392,631.9592
2025/8/19 5:27:56.000,33.5,33.7,30.39548,30.79531,3.822498,630.5696
2025/8/19 5:28:56.000,33.9,34.2,30.79531,31.19513,3.822498,630.5696
2025/8/19 5:29:56.000,34.5,34.7,31.19513,31.59496,3.665604,630.0138
2025/8/19 5:30:56.000,35.1,35.4,31.495,31.99478,3.50871,630.0138
2025/8/19 5:31:56.000,35.8,36.1,31.99479,32.49457,3.50871,629.7359
2025/8/19 5:32:56.000,36.6,36.9,32.39461,32.89439,3.351816,630.0138
2025/8/19 5:33:56.000,37.4,37.7,32.89439,33.39418,3.351816,629.7359
2025/8/19 5:34:56.000,38.4,38.7,33.39418,33.99392,3.194923,630.0138
2025/8/19 5:35:56.000,39.4,39.7,33.99392,34.59365,3.351816,630.0138
2025/8/19 5:36:56.000,40.4,40.7,34.59365,35.29335,3.194923,630.0138
2025/8/19 5:37:56.000,41.5,41.8,35.29335,35.99305,3.194923,630.2917
2025/8/19 5:38:56.000,42.6,42.9,36.093,36.7927,3.038029,630.0138
2025/8/19 5:39:56.000,43.7,44,36.7927,37.59235,3.038029,630.0138
2025/8/19 5:40:56.000,44.9,45.2,37.59235,38.392,3.038029,630.2917
2025/8/19 5:41:56.000,46,46.3,38.392,39.29161,3.038029,630.0138
2025/8/19 5:42:57.000,47.2,47.5,39.29161,40.19122,2.881135,630.2917
2025/8/19 5:43:58.000,48.5,48.8,40.29118,41.19078,3.038029,630.0138
2025/8/19 5:44:56.000,49.7,50,41.29074,42.09039,2.881135,630.2917
2025/8/19 5:45:56.000,50.9,51.2,42.19035,43.18991,2.724241,629.7359
2025/8/19 5:46:56.000,52.2,52.5,43.18992,44.18948,2.881135,629.7359
2025/8/19 5:47:56.000,53.5,53.8,44.28944,45.18905,2.724241,629.7359
2025/8/19 5:48:56.000,54.8,55.1,45.38896,46.38853,2.881135,630.2917
2025/8/19 5:49:56.000,56.1,56.4,46.48848,47.48805,2.724241,629.7359
2025/8/19 5:50:56.000,57.5,57.8,47.58801,48.58757,2.724241,630.2917
2025/8/19 5:51:56.000,58.8,59.1,48.78748,49.78705,2.724241,630.2917
2025/8/19 5:52:56.000,60.2,60.5,50.08692,50.98653,2.724241,630.2917
2025/8/19 5:53:56.000,61.6,61.9,51.2864,52.28596,2.724241,629.7359
2025/8/19 5:54:56.000,62.9,63.3,52.58583,53.48544,2.724241,630.2917
2025/8/19 5:55:56.000,64.3,64.7,53.78531,54.88483,2.567347,630.0138
2025/8/19 5:56:56.000,65.7,66.1,55.1847,56.18427,2.724241,630.0138
2025/8/19 5:57:56.000,67.2,67.5,56.38418,57.4837,2.567347,629.7359
2025/8/19 5:58:56.000,68.6,68.9,57.78357,58.78314,2.724241,629.7359
2025/8/19 5:59:56.000,70,70.3,59.08301,60.08257,2.724241,629.7359
2025/8/19 6:00:56.000,71.4,71.7,60.38244,61.48196,2.567347,629.7359
2025/8/19 6:01:56.000,72.8,73.1,61.78183,62.88136,2.724241,629.7359
2025/8/19 6:02:56.000,74.2,74.5,63.18122,64.18079,2.567347,629.7359
2025/8/19 6:03:56.000,75.6,75.9,64.48066,65.58018,2.567347,630.2917
2025/8/19 6:04:56.000,76.9,77.3,65.88005,66.97958,2.567347,630.0138
2025/8/19 6:05:56.000,78.3,78.7,67.27944,68.37897,2.567347,630.0138
2025/8/19 6:06:56.000,79.7,80.1,68.57888,69.77836,2.567347,630.2917
2025/8/19 6:07:56.000,81.1,81.5,69.97827,71.17775,2.567347,630.0138
2025/8/19 6:08:56.000,82.5,82.9,71.37766,72.57714,2.410454,630.5696
2025/8/19 6:09:56.000,83.9,84.2,72.77705,73.97653,2.410454,629.7359
2025/8/19 6:10:56.000,85.3,85.6,74.17645,75.37592,2.410454,630.2917
2025/8/19 6:11:56.000,86.6,87,75.57584,76.77531,2.567347,630.2917
2025/8/19 6:12:56.000,88,88.4,76.97523,78.17471,2.410454,630.0138
2025/8/19 6:13:56.000,89.4,89.7,78.37462,79.47414,2.410454,630.2917
2025/8/19 6:14:56.000,90.8,91.1,79.77401,80.87354,2.567347,630.2917
2025/8/19 6:15:56.000,92.1,92.5,81.1734,82.27293,2.410454,629.7359
2025/8/19 6:16:56.000,93.5,93.8,82.57279,83.67232,2.567347,629.7359
2025/8/19 6:17:56.000,94.9,95.2,83.87223,85.07171,2.410454,630.0138
2025/8/19 6:18:56.000,96.2,96.6,85.27162,86.4711,2.881135,629.458
2025/8/19 6:19:56.000,97.6,98,86.67101,87.87049,2.567347,629.7359
2025/8/19 6:20:56.000,99,99.3,88.0704,89.26988,2.724241,630.2917
2025/8/19 6:21:56.000,100.4,100.7,89.4698,90.56931,2.724241,629.7359
2025/8/19 6:22:56.000,101.7,102,90.76923,91.9687,2.567347,629.7359
2025/8/19 6:23:56.000,103,103.4,92.16862,93.26814,2.724241,630.0138
2025/8/19 6:24:56.000,104.4,104.7,93.56802,94.66753,2.410454,630.2917
2025/8/19 6:25:56.000,105.8,106.1,94.96741,96.06693,2.410454,630.0138
2025/8/19 6:26:56.000,107.1,107.4,96.26684,97.46632,2.567347,630.0138
2025/8/19 6:27:56.000,108.5,108.8,97.66623,98.86571,2.410454,630.0138
2025/8/19 6:28:56.000,109.9,110.2,99.06562,100.2651,2.410454,629.7359
2025/8/19 6:29:56.000,111.3,111.5,100.465,101.5645,2.567347,630.2917
2025/8/19 6:30:56.000,112.6,112.9,101.8644,102.9639,2.25356,630.0138
2025/8/19 6:31:56.000,114,114.3,103.1638,104.3633,1.469091,630.0138
2025/8/19 6:32:56.000,115.4,115.6,104.5632,105.6628,1.469091,630.2917
2025/8/19 6:33:56.000,116.7,117,105.9626,107.0621,1.312197,630.2917
2025/8/19 6:34:56.000,118.1,118.4,107.2621,108.3616,1.312197,630.2917
2025/8/19 6:35:56.000,119.4,119.7,108.6615,109.761,1.312197,630.0138
2025/8/19 6:36:56.000,120.7,121,109.8609,110.9604,1.312197,629.7359
2025/8/19 6:37:57.000,122.1,122.3,111.2603,112.3598,1.312197,630.2917
2025/8/19 6:38:59.000,123.5,123.8,112.7597,113.8592,1.312197,629.7359
2025/8/19 6:39:58.000,124.8,125,114.0591,115.1586,1.312197,630.0138
2025/8/19 6:40:59.000,126.2,126.5,115.4585,116.558,1.469091,630.2917
2025/8/19 6:41:56.000,127.5,127.7,116.7579,117.8575,1.312197,630.2917
2025/8/19 6:42:56.000,128.8,129.1,118.0574,119.1569,1.312197,629.7359
2025/8/19 6:43:56.000,130.1,130.4,119.4568,120.5563,1.469091,630.0138
2025/8/19 6:44:56.000,131.5,131.7,120.7562,121.8557,1.469091,629.7359
2025/8/19 6:45:56.000,132.8,133,122.1556,123.1552,1.469091,630.0138
2025/8/19 6:46:56.000,134.1,134.3,123.455,124.5545,1.625985,630.2917
2025/8/19 6:47:56.000,135.4,135.6,124.7545,125.854,1.469091,630.2917
2025/8/19 6:48:56.000,136.7,137,126.1538,127.1534,1.469091,629.7359
2025/8/19 6:49:56.000,138.1,138.3,127.4533,128.5528,1.469091,630.2917
2025/8/19 6:50:56.000,139.4,139.6,128.7527,129.8522,1.469091,630.2917
2025/8/19 6:51:56.000,140.7,140.9,130.0522,131.1517,1.469091,629.458
2025/8/19 6:52:56.000,142.1,142.3,131.4515,132.4511,1.469091,630.2917
2025/8/19 6:53:56.000,143.4,143.6,132.751,133.7505,1.625985,630.2917
2025/8/19 6:54:56.000,144.7,144.9,134.0504,135.05,1.469091,629.7359
2025/8/19 6:55:56.000,146,146.2,135.3499,136.4494,1.625985,630.5696
2025/8/19 6:56:56.000,147.4,147.6,136.7492,137.7488,1.469091,629.7359
2025/8/19 6:57:56.000,148.7,148.8,138.0487,139.0482,1.782878,629.7359
2025/8/19 6:58:56.000,149.9,150,139.3481,140.3477,1.625985,630.0138
2025/8/19 6:59:56.000,151,151.1,140.5476,141.6471,1.469091,630.5696
2025/8/19 7:00:56.000,152.1,152.2,141.847,142.8466,1.469091,630.0138
2025/8/19 7:01:56.000,153.2,153.3,143.0465,144.0461,1.625985,629.7359
2025/8/19 7:02:56.000,154.2,154.4,144.246,145.2455,1.625985,629.7359
2025/8/19 7:03:56.000,155.3,155.4,145.4455,146.445,1.782878,630.2917
2025/8/19 7:04:56.000,156.3,156.5,146.6449,147.5445,1.782878,629.458
2025/8/19 7:05:56.000,157.4,157.5,147.7445,148.744,1.625985,630.2917
2025/8/19 7:06:56.000,158.4,158.5,148.844,149.8436,1.782878,629.7359
2025/8/19 7:07:56.000,159.4,159.5,150.0435,150.9431,1.782878,629.7359
2025/8/19 7:08:56.000,160.4,160.5,151.043,151.9426,1.625985,629.7359
2025/8/19 7:09:56.000,161.4,161.5,152.1425,153.0422,1.782878,630.2917
2025/8/19 7:10:56.000,162.4,162.4,153.1421,154.0417,1.782878,629.7359
2025/8/19 7:11:56.000,163.3,163.4,154.2416,155.1412,1.939772,629.7359
2025/8/19 7:12:56.000,164.2,164.2,155.2412,156.1408,1.625985,629.458
2025/8/19 7:13:56.000,165,165.1,156.2408,157.0404,1.782878,630.0138
2025/8/19 7:14:56.000,165.8,165.8,157.2403,158.04,1.782878,630.5696
2025/8/19 7:15:56.000,166.5,166.6,158.2399,158.9396,1.782878,629.1801
2025/8/19 7:16:56.000,167.2,167.3,159.1395,159.8392,1.939772,631.4033
2025/8/19 7:17:56.000,167.9,167.9,160.0391,160.7388,1.939772,629.7359
2025/8/19 7:18:56.000,168.6,168.6,160.9387,161.6384,1.939772,629.7359
2025/8/19 7:19:56.000,169.2,169.2,161.7384,162.4381,1.939772,629.458
2025/8/19 7:20:56.000,169.7,169.8,162.538,163.2377,1.939772,629.7359
2025/8/19 7:21:56.000,170.3,170.3,163.3377,164.0374,1.782878,631.1254
2025/8/19 7:22:56.000,170.8,170.8,164.0374,164.7371,1.939772,630.0138
2025/8/19 7:23:56.000,171.3,171.3,164.837,165.4368,1.939772,629.458
2025/8/19 7:24:56.000,171.8,171.8,165.5367,166.1365,1.782878,629.1801
2025/8/19 7:25:56.000,172.2,172.3,166.2364,166.8362,1.939772,631.1254
2025/8/19 7:26:56.000,172.6,172.7,166.8362,167.4359,1.939772,629.7359
2025/8/19 7:27:56.000,173,173.1,167.5359,168.0356,1.939772,629.7359
2025/8/19 7:28:56.000,173.4,173.4,168.1356,168.6354,1.939772,629.458
2025/8/19 7:29:56.000,173.8,173.8,168.6354,169.2351,2.096666,631.1254
2025/8/19 7:30:56.000,174.1,174.1,169.2351,169.7349,1.939772,629.7359
2025/8/19 7:31:56.000,174.4,174.5,169.7349,170.3346,1.939772,629.7359
2025/8/19 7:32:56.000,174.7,174.8,170.2347,170.8344,1.939772,629.7359
2025/8/19 7:33:57.000,175,175.1,170.7345,171.2342,1.939772,629.7359
2025/8/19 7:34:56.000,175.3,175.4,171.1343,171.734,1.939772,630.2917
2025/8/19 7:35:58.000,175.6,175.6,171.6341,172.1339,1.939772,630.5696
2025/8/19 7:36:59.000,175.8,175.9,172.0339,172.5337,1.939772,629.7359
2025/8/19 7:37:56.000,176.1,176.2,172.4337,172.9335,1.939772,629.7359
2025/8/19 7:38:56.000,176.3,176.4,172.8335,173.3333,2.096666,629.7359
2025/8/19 7:39:56.000,176.6,176.7,173.2334,173.7332,1.939772,629.7359
2025/8/19 7:40:56.000,176.8,176.9,173.6332,174.033,2.096666,630.5696
2025/8/19 7:41:56.000,177,177.1,173.9331,174.4328,2.096666,630.2917
2025/8/19 7:42:56.000,177.2,177.3,174.2329,174.7327,1.939772,629.7359
2025/8/19 7:43:56.000,177.4,177.5,174.5328,175.0326,1.939772,629.7359
2025/8/19 7:44:56.000,177.7,177.7,174.9326,175.3325,2.096666,630.0138
2025/8/19 7:45:56.000,177.9,177.9,175.2325,175.6323,2.096666,630.0138
2025/8/19 7:46:56.000,178,178.1,175.5324,175.9322,2.096666,630.2917
2025/8/19 7:47:56.000,178.2,178.3,175.7323,176.1321,2.096666,630.2917
2025/8/19 7:48:56.000,178.4,178.5,176.0322,176.432,2.096666,630.2917
2025/8/19 7:49:56.000,178.6,178.7,176.2321,176.7319,1.939772,629.458
2025/8/19 7:50:56.000,178.8,178.9,176.5319,176.9318,1.939772,629.458
2025/8/19 7:51:56.000,178.9,179,176.7319,177.1317,2.096666,631.1254
2025/8/19 7:52:56.000,179.1,179.2,177.0317,177.4315,1.939772,630.0138
2025/8/19 7:53:56.000,179.3,179.4,177.2316,177.6315,2.096666,629.7359
2025/8/19 7:54:56.000,179.4,179.5,177.4315,177.8314,2.096666,630.0138
2025/8/19 7:55:56.000,179.6,179.7,177.6315,178.0313,2.096666,630.0138
2025/8/19 7:56:56.000,179.7,179.8,177.8314,178.2312,2.096666,630.2917
2025/8/19 7:57:56.000,179.9,180,178.0313,178.4311,2.096666,630.2917
2025/8/19 7:58:56.000,180,180.2,178.2312,178.631,2.096666,629.458
2025/8/19 7:59:56.000,180.2,180.3,178.4311,178.8309,2.096666,629.7359
2025/8/19 8:00:56.000,180.3,180.4,178.631,179.0309,2.096666,629.458
2025/8/19 8:01:56.000,180.4,180.6,178.8309,179.2308,2.096666,630.8475
2025/8/19 8:02:56.000,180.6,180.7,178.9309,179.3307,2.096666,629.7359
2025/8/19 8:03:56.000,180.6,180.8,179.1308,179.5306,2.096666,629.458
2025/8/19 8:04:56.000,180.7,180.8,179.2308,179.6306,2.096666,631.4033
2025/8/19 8:05:56.000,180.8,180.9,179.4307,179.8305,2.096666,629.7359
2025/8/19 8:06:56.000,180.9,181,179.5306,179.9305,2.25356,629.7359
2025/8/19 8:07:56.000,181,181.1,179.6306,180.0304,2.25356,629.458
2025/8/19 8:08:56.000,181,181.1,179.8305,180.2303,2.25356,631.1254
2025/8/19 8:09:56.000,181.1,181.2,179.9305,180.3303,2.25356,629.458
2025/8/19 8:10:56.000,181.1,181.2,180.0304,180.4303,2.25356,629.458
2025/8/19 8:11:56.000,181.1,181.3,180.1304,180.4303,2.096666,630.8475
2025/8/19 8:12:56.000,181.2,181.3,180.1304,180.5302,2.096666,629.7359
2025/8/19 8:13:56.000,181.2,181.3,180.2303,180.6302,2.096666,629.458
2025/8/19 8:14:56.000,181.2,181.3,180.3303,180.6302,2.25356,629.458
2025/8/19 8:15:56.000,181.2,181.3,180.3303,180.7301,2.096666,630.5696
2025/8/19 8:16:56.000,181.2,181.4,180.4303,180.7301,2.096666,629.7359
2025/8/19 8:17:56.000,181.2,181.4,180.4303,180.8301,1.939772,629.458
2025/8/19 8:18:56.000,181.2,181.4,180.5302,180.8301,2.096666,631.4033
2025/8/19 8:19:56.000,181.2,181.4,180.5302,180.93,1.939772,629.7359
2025/8/19 8:20:56.000,181.2,181.4,180.5302,180.93,2.096666,629.458
2025/8/19 8:21:56.000,181.2,181.4,180.6302,180.93,2.096666,629.458
2025/8/19 8:22:56.000,181.2,181.4,180.6302,181.03,2.096666,631.1254
2025/8/19 8:23:56.000,181.2,181.3,180.6302,181.03,2.096666,629.7359
2025/8/19 8:24:56.000,181.2,181.3,180.6302,181.03,2.096666,629.458
2025/8/19 8:25:56.000,181.2,181.3,180.7301,181.03,2.096666,629.458
2025/8/19 8:26:56.000,181.2,181.3,180.7301,181.03,2.096666,631.1254
2025/8/19 8:27:58.000,181.1,181.3,180.7301,181.03,1.939772,629.7359
2025/8/19 8:28:59.000,181.1,181.2,180.6302,181.03,2.096666,629.458
2025/8/19 8:29:56.000,181.1,181.2,180.6302,181.03,2.096666,629.458
2025/8/19 8:30:56.000,181.1,181.2,180.6302,181.03,2.096666,631.4033
2025/8/19 8:31:56.000,181,181.2,180.6302,181.03,2.096666,629.7359
2025/8/19 8:32:56.000,181,181.2,180.6302,181.03,2.096666,629.458
2025/8/19 8:33:56.000,181,181.1,180.6302,181.03,2.25356,629.458
2025/8/19 8:34:56.000,181,181.1,180.6302,180.93,2.096666,631.4033
2025/8/19 8:35:56.000,180.9,181.1,180.6302,180.93,1.939772,629.7359
2025/8/19 8:36:56.000,180.9,181.1,180.6302,180.93,2.096666,629.7359
2025/8/19 8:37:56.000,180.9,181,180.6302,180.93,1.939772,629.7359
2025/8/19 8:38:56.000,180.9,181,180.6302,180.93,2.096666,629.458
2025/8/19 8:39:56.000,180.9,181,180.5302,180.93,2.096666,631.1254
2025/8/19 8:40:56.000,180.8,181,180.5302,180.8301,2.096666,629.7359
2025/8/19 8:41:56.000,180.8,180.9,180.5302,180.8301,2.096666,629.458
2025/8/19 8:42:56.000,180.8,180.9,180.5302,180.8301,2.096666,629.7359
2025/8/19 8:43:56.000,180.8,180.9,180.5302,180.8301,2.096666,630.8475
2025/8/19 8:44:56.000,180.7,180.9,180.4303,180.8301,2.096666,629.7359
2025/8/19 8:45:56.000,180.7,180.8,180.4303,180.7301,2.096666,629.7359
2025/8/19 8:46:56.000,180.7,180.8,180.4303,180.7301,1.939772,629.7359
2025/8/19 8:47:56.000,180.7,180.8,180.4303,180.7301,1.939772,630.5696
2025/8/19 8:48:56.000,180.6,180.8,180.4303,180.7301,2.096666,630.2917
2025/8/19 8:49:56.000,180.6,180.8,180.3303,180.7301,2.096666,629.7359
2025/8/19 8:50:56.000,180.6,180.7,180.3303,180.6302,2.096666,629.458
2025/8/19 8:51:56.000,180.6,180.7,180.3303,180.6302,2.096666,629.7359
2025/8/19 8:52:56.000,180.5,180.7,180.3303,180.6302,2.096666,631.1254
2025/8/19 8:53:56.000,180.5,180.7,180.3303,180.6302,2.096666,629.7359
2025/8/19 8:54:56.000,180.5,180.7,180.2303,180.6302,2.096666,629.458
2025/8/19 8:55:56.000,180.5,180.6,180.2303,180.5302,2.096666,630.0138
2025/8/19 8:56:56.000,180.5,180.6,180.2303,180.5302,2.096666,630.0138
